item,unit2,unit2_price
SPINAL NEEDLE   X 50,FULL PACK,"10,000.00"
SPIROLACTONE TABS 25MG X 28,FULL PACK,"1,720.00"
SPIRONOLACTONE TABS 25MG X 500 {REMEDIA} ,FULL PACK,"6,500.00"
SPIRONOLACTONE(MULTICOY) TABS 50MG X 28,FULL PACK,"2,500.00"
SPIRONOLACTONE(NEWTEVA) TABS 25MG X 28,FULL PACK,820
SPIZEF 250MG TAB X 10  ,PACK,970
SPIZEF TABS 500MG X 10,PACK,"1,120.00"
SPORA-DERM CAPS 100MG X 10,PACK,"2,000.00"
SPORANOX CAPS 100MG X 15,PACK,"5,486.00"
SPORIDEX  SUSP 250MG/5ML 100ML,BOTTLE,650
SPORIDEX CAPS 250MG X 10,PACK,660
SPORIDEX CAPS 500MG X 10,PACK,900
SPORIDEX SUSP 125MG/5ML 100ML,BOTTLE,750
SPORTGESIC OINTMENT 35G,TUBE,440
SPORTING WAVE HAIR CREAM 92G,BOTTLE,885
SPRITE 35CL,BOTTLE,110
SPRITE 50CL,CAN,110
ST IVES  LOTION MIX 532ML,JAR,"1,680.00"
ST IVES APRICOT SCRUB CUP 283G,JAR,"1,960.00"
ST IVES BODY WASH 400ML,JAR,"1,505.00"
ST LOUIS SUGAR 500G,PACK,360
ST MICHEL POWDER 50G,JAR,695
STADEX PLUS EYE DROPS 5ML,BOTTLE,950
STALONG TABS 10MG X 4,PACK,350
STALONG TABS 20MG X 4,PACK,500
STANFER 200MG TAB X 100,FULL PACK,130
STAVLAN CAPS ,PACK,500
STC 30 CAPS  X 1,PACK,"22,000.00"
STEMETIL TABS 5MG X 300,FULL PACK,"1,800.00"
STETHOSCOPE  ,PCS,"1,200.00"
STILBOESTROL TABS 5MG X 10,PACK,"2,000.00"
STIMUNO FORTE CAPS  X 30,FULL PACK,"1,750.00"
STIMUNO SYR 100ML,BOTTLE,"1,100.00"
STOPTRANS MED POWDER 40G X 10,FULL PACK,"2,500.00"
STOZZON TABS ,PACK,970
STRAWBERRY JAM X 1,JAR,483.33
STREPSILS LOZENGES  X 144,FULL PACK,0
STREPSILS(ALL FLAVORS) LOZENGES  X 24,FULL PACK,"2,200.00"
STREPTOMYCIN (UNBRANDED)  INJ  X 10,FULL PACK,"4,800.00"
STRESS B TABS  X 30,JAR,1
STRESS B WITH ZINC(21 CENTURY) TABS X 66,JAR,"3,000.00"
STRESS DEFENCE TABS  X 30,FULL PACK,"4,000.00"
STRESS FOMULAR TABS  X 30,PCS,"2,185.00"
STRESS PACK (NATURE MADE)  TABS ,PACK,"3,200.00"
STRESS PACK CAPS  X 30,FULL PACK,"3,315.00"
STRIPRIL CAPS 5MG X 100,FULL PACK,"1,335.00"
STRIPRIL TABS 10MG X 100,FULL PACK,"1,700.00"
STUD-100 SPRAY  X 1,SPRAY CAN,"3,700.00"
STUGERON TABS 25MG X 50,FULL PACK,"1,332.00"
SUBCEF INJ 1.5G X 1,VIALS,450
SUCLAMIN SYR 200ML X 1,BOTTLE,955
SUCLAVIT SYR 200ML X 1,BOTTLE,850
SUDOCREAM  250G,JAR,"4,145.00"
SUDOCREAM CREAM  125G,JAR,"1,650.00"
SUDOCREAM CREAM  60G,JAR,"1,600.00"
SUDREX COUGH & COLD TABS  X 20,FULL PACK,195
SUDREX JOINT & MUSCLE TABS 500MG X 30,FULL PACK,195
SUDREX TABS X 20,PACK,280
SUITCOD CAPS 300MG X 30,FULL PACK,220
SUITROX SUSP 200MG/5ML 100ML,BOTTLE,"2,620.00"
SUITROX TABS 250MG X 6,PACK,"1,900.00"
SUITROX TABS 500MG X 3,PACK,"1,850.00"
SULBUMOL (EVANS) INHALER  200 DOSES,PACK,470
SULFUR (MULTICOY)  OINTMENT  X 12,FULL PACK,890
SULPHATRIAD  500MG TAB X 20,FULL PACK,"5,300.00"
SULPHATRIAD TABS 500MG X 500,FULL PACK,"7,675.00"
SULPHUR 8 CREAM UK 250G,JAR,155
SULPHUR SKIN OINTMENT(DGF) 25G,TUBE,315
SULPHUR SKIN OINTMENT(FIDSON) CREAM X 1,TUBE,260
SULPHUR SKIN OINTMENT(GREENLIFE) CREAM  X 1,TUBE,250
SUMATRIPTAN (POM)  TABS 50MG X 6,PACK,"2,500.00"
SUMETHER-PLUS TABS  X 6,PACK,280
SUMMERS EVE FEMINING WASH 266ML,JAR,795
SUNLIGHT DETERGENT 250G,PACK,120
SUNLIGHT DETERGENT 2KG X 1,PACK,670
SUNLIGHT DETERGENT 400G,PACK,275
SUNLIGHT DETERGENT 900G,PACK,555
SUNPOSAL POWDER 15G X 20,FULL PACK,"1,350.00"
SUNSHINE AIR FRESNER X 1,JAR,90
SUNSHINE GEL,CAN,140
SUPACEF INJ X 1,VIALS,350
SUPAPIRO CAPS 20MG X 100,FULL PACK,650
SUPASTO FORTE TABS 550MG X 100,FULL PACK,750
SUPER AMINO TABS 6000,JAR,"5,000.00"
SUPER APETI PLUS SYR 200ML,BOTTLE,640
SUPER APETI PLUS TABS  X 20,PACK,90
SUPER APETI SYR 200ML X 1,BOTTLE,355
SUPER APETI TABS 4MG X 20,PACK,80
SUPER B(BLOOD PURIFIER) SYR  200ML,BOTTLE,350
SUPER B(BLOOD PURIFIER)FEMALE SYR X 24,BOTTLE,300
SUPER C IMMUNE(VIT C ZINC VIT D3) CAPS  X 100,JAR,"5,800.00"
SUPER CALCIUM (H/N) X 60,JAR,"2,300.00"
SUPER CALCIUM (N/F)   X 30,JAR,"2,000.00"
SUPER CALCIUM 600+ D3 400 X 100 TABS ,JAR,"3,050.00"
SUPER CALCIUM(KBC)600+D3 TABS 600MG X 100,JAR,"1,700.00"
SUPER CALCIUM(NATURE FIELD) TABS  X 100,FULL PACK,"2,850.00"
SUPER CALCIUM(NATURE FIELD) X 60 CAPS ,JAR,1
SUPER CLEAN TOOTH BRUSH,PCS,95
SUPER COLLAGEN+VIT.C(21 CENTURY) TABS 6000MG X 180,JAR,"7,200.00"
SUPER FAT BURNER (MASON)  TABS ,JAR,"2,650.00"
SUPER OMEGA 3.6.9(SEA KING) SOFTGEL 1000MG X 200,JAR,"6,500.00"
SUPER ROSE SHARLY 20G,JAR,195
SUPER SEAS 1000MG X 30 CAPS ,PACK,550
SUPERGESIC TABS  X 10,PACK,260
SUPERMAG ANTACID 200ML SUSP ,BOTTLE,370
SUPERMAG ANTACID SUSP  100ML,BOTTLE,275
SUPERMAG SUSP 2L,JAR,"2,365.00"
SUPERMENTIN SUSP 228MG/5ML X 1,BOTTLE,"1,000.00"
SUPERMENTIN TABS 625MG X 14,PACK,"1,060.00"
SUPHTRIM SUSP  60ML,BOTTLE,185
SUPIROCIN OINTMENT  X 1,TUBE,"1,600.00"
SUPRA BOOSTER SOFTGEL  X 30,FULL PACK,650
SUPRA C CHEWABLE X  100 TABS ,JAR,"1,100.00"
SUPRADYN CAPS  X 30,FULL PACK,"3,000.00"
SUPRAFIT X 60 CAPS ,JAR,"1,250.00"
SUPRAKIDS X 100 CHEWABLE TABS ,JAR,"1,200.00"
SUPRAKIDS X 30 CHEWABLE TABS ,JAR,700
SUPRALIVRON X 10 TABS ,PACK,100
SUPRAMULT AMINO X 30 CAPS X 1,PACK,650
SUPRAMULT CAPS  X 30,FULL PACK,"1,435.00"
SUPRAMULT SYR  100ML {BRANDED} ,BOTTLE,330
SUPRAMULT- PLUS CAPS X 30,PACK,"2,180.00"
SURE BODY SPRAY MEN(QUANTUM DRY) 250ML,SPRAY CAN,555
SURE ROLL ON(BRIGHT BOUQUET) 50ML,BOTTLE,330
SURE SLIM TABS X 60,PACK,"6,100.00"
SURECLOFEN FORT TABS 50MG X 100,FULL PACK,320
SURESIDAR TABS  X 150,FULL PACK,"4,000.00"
SUREX NIGHT TABS 500MG+25MG X 100,FULL PACK,900
SURGICAL BLADE  SIZE 15 X 100,FULL PACK,"1,775.00"
SURGICAL BLADE  SIZE 16 X 100,FULL PACK,"1,300.00"
SURGICAL BLADE  SIZE 20 X 100,FULL PACK,"1,775.00"
SURGICAL BLADE  SIZE 21 X 100,FULL PACK,"1,775.00"
SURGICAL BLADE  SIZE 23 X 100,FULL PACK,"1,800.00"
SURGICAL BLADE  SIZE 24 X 100,FULL PACK,"1,645.00"
SURGICAL BLADE SIZE 11 X 100,FULL PACK,"1,800.00"
SURGICAL BLADE SIZE 22 X 100,FULL PACK,"1,755.00"
SURGICAL GLOVES   X 50 {SIZE 7 1/2} ,FULL PACK,"6,300.00"
SURGICAL GLOVES   X 50 {SIZE 8} ,FULL PACK,"6,300.00"
SUSPENSO SPRAY X 1,SPRAY CAN,600
SUSTANON 250MG INJ 1ML {EGYPT},AMPOULES,750
SUSTANON INJ 250MG 1ML {HOLAND} ,AMPOULES,"2,500.00"
SUTURING  NEEDLE   X 1 {SIZE 7} ,PCS,105
SUTURING  NEEDLE  SIZE 10 X 1,PCS,60
SUTURING  NEEDLE  SIZE 40 X 1,PCS,150
SUTURING  NEEDLE  SIZE 50 X 1,PCS,290
SUTURING  NEEDLE  SIZE 60 X 1,PCS,50
SUTURING NEEDLE  SIZE 45 X 1,PCS,50
SUVAST-10 TABS 10MG X 30,FULL PACK,850
SWAB GAUZE BIG SIZE,PCS,100
SWAB STICK   X 100,FULL PACK,"4,580.00"
SWEDISH BITTERS  100ML,BOTTLE,"6,500.00"
SWEET CORN 285G,TIN,300
SWEETENER TEA 100G,PACK,550
SWEETEX TABS  X 60,JAR,950
SWIBETIC TABS 5/500MG X 30,FULL PACK,820
SWICLONE TABS 7.5MG X 14,PACK,950
SWIDAR TABS 500/25MG X 3,PACK,250
SWIDEM TABS 10MG X 14,FULL PACK,950
SWIDON TABS 5MG X 1,PACK,425
SWIDON TABS 5MG X 30,FULL PACK,"1,250.00"
SWIFEN SYR  100ML,BOTTLE,260
SWIFEN SYR 5ML 60ML,BOTTLE,150
SWINOL TABS 1MG X 30,FULL PACK,"7,500.00"
SWINOL TABS 5MG X 30,FULL PACK,"2,415.00"
SWISEC TABS 500MG X 4,PACK,330
SWISS COLLAGEN  LOTION 250ML,BOTTLE,635
SWIVASC TABS 10MG X 30,FULL PACK,400
SWIVASC TABS 5MG X 100,FULL PACK,350
SWIVASC TABS 5MG X 30,FULL PACK,380
SYNOCLAV SUSP 125/5MG 70ML,BOTTLE,550
SYNOVIT CAPS  X 30,FULL PACK,"1,715.00"
SYNRIAM TABS 750MG X 1,PACK,"1,150.00"
SYRINGE &  NEEDLE  10ML X 100,FULL PACK,"3,700.00"
SYRINGE &  NEEDLE 20ML   X 80,FULL PACK,"4,160.00"
SYRINGE & NEDDLE 2ML   X 100,FULL PACK,"3,400.00"
SYRINGE AND NEEDLE  5ML X 100,FULL PACK,"3,500.00"
T-BET EYE DROPS X 1,PACK,"4,500.00"
T-MAX TABS 20MG,PACK,700
T-MYCIN EYE DROPS X 1,PACK,630
T. B. C (TINCTURE BENZ COMP)   100ML,BOTTLE,"1,205.00"
TABASIL CREAM X 1,TUBE,330
TABASIL TABS 250MG X 14,FULL PACK,"1,600.00"
TABLE SPHYGMOMETER  ,PACK,"9,300.00"
TABLE SPOON  BIG SIZE (SEVICO),PACK,690
TABLE SPOON (PKSW),PACK,590
TABLE SPOON (PKSW)DOZEN,PACK,590
TABLE SPOON (PLAIN),PACK,590
TACORANGE VIT C SYR 100ML,BOTTLE,220
TADAKICK TABS ,PACK,950
TADALAFI(RALPHONES) TABS 20MG X 6,PACK,650
TADALIS TABS 10MG X 4,PACK,920
TADALIS TABS 20MG,PACK,"1,530.00"
TAGACURE X 20 TABS 200MG,PACK,260
TAGACURE X 20 TABS 400MG,PACK,400
TALEN TABS 1.5MG X 30,FULL PACK,400
TALEN TABS 3MG X 30,FULL PACK,550
TALKING TOM X 1,PACK,"1,710.00"
TAMAFAST TABS 50MG X 10,PACK,110
TAMOXIFEN TABS 20MG X 30 [UK] ,FULL PACK,"1,800.00"
TAMSULON-XL (SAM JONES) TABS 400MCG X 30,FULL PACK,"1,900.00"
TAMSULON-XL CAPS 400MCG X 28,FULL PACK,"2,200.00"
TANCIDAK SUSP X 1,BOTTLE,795
TANDAK INJ 1.5G X 1,VIALS,"2,000.00"
TANZOL SYR 400MG 50ML,BOTTLE,140
TANZOL TABS 400MG X 20,FULL PACK,"1,600.00"
TARIVID TABS 200MG X 100,FULL PACK,"13,390.00"
TARIVID X 10 TABS 200MG,PACK,"2,345.00"
TASMI TABS 40MG X 14,FULL PACK,"1,350.00"
TASMI TABS 80MG X 14,FULL PACK,"1,850.00"
TASMI TABS 80MG X 28,FULL PACK,"1,975.00"
TAVANIC INFUSION 500MG 100ML,BOTTLE,"5,014.00"
TAVANIC TABS 500MG X 5,PACK,"5,300.00"
TAVEGYL 1MG  TAB X 20,FULL PACK,"2,100.00"
TAVON'S COD LIVER OIL X 30 CAPS 300MG,PACK,150
TAXOFLOX-OX TABS 100MG X 1,PACK,"1,100.00"
TCB RELAXER 265G,JAR,645
TCB RELAXER 531G,JAR,745
TCP SOAP 80G,SOAP TABLET,190
TEARS NATURALE EYE DROPS  15ML,BOTTLE,"1,850.00"
TECOTRIM TABS 960MG,PACK,185
TEEM DRINK 50CL,JAR,80
TEETHING POWDER  X 6,PACK,280
TEGRETOL CR TABS 200MG X 50,FULL PACK,"3,900.00"
TEGRETOL CR TABS 400MG X 30,FULL PACK,"4,500.00"
TEGRETOL SYR 2% X 1,BOTTLE,"3,215.00"
TEGRETOL(PLAIN) TABS 200MG X 50,FULL PACK,"3,350.00"
TEKLOFENAC TABS 50MG X 100,FULL PACK,400
TELMISARTAN (ENDURANCE)  TABS 80MG X 30,FULL PACK,"1,700.00"
TELMISARTAN (EXCELCHARIS)  TABS 40MG X 30,FULL PACK,950
TELSART-HCT TABS 40MG/12.5MG X 28,FULL PACK,"2,950.00"
TELSART-HCT TABS 80MG/12.5MG X 28,FULL PACK,"3,250.00"
TELUFAN SUSP 240MG/1440MG 60ML,BOTTLE,450
TELUFAN TABS 20MG/120MG X 24,PACK,395
TELUFAN TABS 80MG/480MG X 6,PACK,380
TEMESTA(LORAZEPAM) TABS 2.5MG X 30,FULL PACK,"5,900.00"
TEMPOVATE  TUBE (BODE) 30G,TUBE,305
TEMPOVATE  TUBE (ORANGE) 30G,TUBE,285
TEMPOVATE GEL (ORANGE),TUBE,305
TEMPOVATE GEL( BODE) 30G,TUBE,285
TEN-O-SIX SOAP 120G,SOAP TABLET,215
TENEX X 10 CAPS 20MG,PACK,500
TENOFOVIR DISOPROXIL X 30  300MG,PACK,"5,400.00"
TENOFOVIR WITH LAMIVUDINE TABS X 1,PACK,"3,200.00"
TENOGESIK TABS 20MG X 1,PACK,825
TENOKSAN 20MG CAP X 10,PACK,955
TENORET 50 TABS  X 28,FULL PACK,"3,900.00"
TENORETIC X 14 TABS 100MG,PACK,"3,900.00"
TENORIC TABS 100MG X 28,FULL PACK,"1,750.00"
TENORIC TABS 50MG X 28,FULL PACK,"1,350.00"
TENORMIN  50MG TABS X 28,FULL PACK,"1,600.00"
TENORMIN TABS 100MG X 28,FULL PACK,"4,900.00"
TENOVATE CREAM 30G,TUBE,240
TENOVATE GEL 35G,TUBE,275
TERBIMAX CREAM  10G,TUBE,950
TERBIMAX TABS 250MG X 10,PACK,"1,970.00"
TERBINAFIN TABS 250MG X 28,PACK,"1,700.00"
TERBINAFINE (MUTICOY)  TABS 250MG X 30,FULL PACK,"2,400.00"
TERETINE INJ 150MG/2ML X 3,AMPOULES,"1,100.00"
TESORI PERFUME 100ML,SPRAY BOTTLE,"1,310.00"
TESTO-WEL(BIOWELL) CAPS X 60,JAR,"4,900.00"
TESTOSTERONE BOOSTER CAPLET 386+100MG X 72,JAR,"12,000.00"
TESTOSTERONE INJ  2ML,AMPOULES,75
TESTYFER SYR  200ML,BOTTLE,570
TETANUS ANTITOXIN 5000I.U INJ,AMPOULES,100
TETANUS ANTITOXIN INJ 1500IU X 10 {ATLAS} ,FULL PACK,"2,300.00"
TETANUS TOXOID (T.T) INJ 0.5ML X 100,FULL PACK,"15,000.00"
TETANUS TOXOID 5ML INJ (T.T),VIALS,315
TETLEY  TEA X40,PACK,805
TETMOSOL SAOP 120G,SOAP TABLET,230
TETMOSOL SOAP 75G,PACK,155
TETRACYCLINE (FIDSON)  TABS 250MG X 100,FULL PACK,950
TETRACYCLINE (MULTICOY)  CAPS  X 100,FULL PACK,980
TETRACYCLINE CAPS 250MG {UNBRANDED} X 1000,TIN,"5,630.00"
TETRACYCLINE EYE OINTMENT 15GM,TUBE,100
TEVANAC EYE DROPS 5ML X 1,PACK,"1,200.00"
THALAZOLE TABS 500MG X 500,FULL PACK,"11,830.00"
THEATER CAP   X 100,FULL PACK,"1,750.00"
THEORICA-75 CAPS 75MG X 30,FULL PACK,"1,450.00"
THERAMIN CAPS X 20,PACK,"1,700.00"
THERAMIN SYR 200ML X 1,BOTTLE,"1,500.00"
THERMAL PAPER 18MM,PCS,100
THERMAL PAPER 80MM,PCS,200
THERMAL PRINTER  ,PACK,"32,500.00"
THERMOGEL   X 1,PACK,"3,000.00"
THERMOMETER   X 12 {BIG SIZE},FULL PACK,"2,345.00"
THERMOMETER   X 12 {SMALL SIZE},FULL PACK,150
THIAPRIL TABS  X 30,FULL PACK,"1,650.00"
THIAZAMIDE TABS 500MG X 500,FULL PACK,"27,635.00"
THIOCAL 12 1L SYR ,BOTTLE,"1,050.00"
THIOCAL 12 CAPS X 30,PACK,184
THIOCAL 12 KIDI (RED) SYR  100ML,BOTTLE,170
THIOCAL 12 KIDI (RED) SYR 200ML,BOTTLE,300
THIOCAL 12 SYR  100ML {WHITE} ,BOTTLE,140
THIOCAL 12 SYR  200ML {WHITE} ,BOTTLE,190
THREE CROWN MILK LIQUID 170ML,TIN,150
THRIVE FOLLOW-ON  BABY MILK,JAR,"3,140.00"
THROMYCIN OINT.   X 1,PACK,380
THROTAL SUSP  100ML,BOTTLE,415
TIATIO OIL X 1,JAR,291.67
TIC TAC GUM X 1,PACK,100
TIMOLOL (ALPA)  EYE DROPS 1OML,PACK,"1,100.00"
TIMOLOL EYE DROPS  10ML [ALPHA] ,BOTTLE,"1,100.00"
TIMOLOL EYE DROPS  5ML,BOTTLE,215
TIMOLOL(HOVID) EYE DROPS 5ML X 1,PACK,900
TIMOLOL(MEKS) EYE DROPS 0.5% 5ML X 1,BOTTLE,500
TIMOMED EYE DROPS 10ML X 1,BOTTLE,360
TIMOPTOL EYE DROPS 0.5% 3ML {FRANCE},BOTTLE,"1,440.00"
TIMOPTOL EYE DROPS 0.5% 5ML [U.K],BOTTLE,"2,330.00"
TINDEX TABS X 4,PACK,50
TINEXDA (TINIDAZOLE) TABS  X 10,FULL PACK,"4,840.00"
TINIFLOXACIN X 10 TABS ,PACK,650
TINIFLOXACIN X 20 TABS  200MG,PACK,"1,250.00"
TINIPAX TABS 30MG/500MG/500MG X 42,PACK,"1,500.00"
TINIZOL TABS 500MG X 4,PACK,120
TIOCOSID CREAM  X 1,TUBE,"1,465.00"
TITO WELL SYR 200ML,BOTTLE,"1,500.00"
TITUS SARDINE 125G,TIN,450
TIXXA EYE DROPS 10ML X 1,PACK,600
TO-TO CREAM 40G,JAR,240
TOBRALIN EYE DROPS 10ML X 1,PACK,650
TOBREX EYE DROPS 5ML,BOTTLE,"1,510.00"
TOBREX EYE OINTMENT  XG,TUBE,"1,680.00"
TOCOVID CAPS 50MG X 30,FULL PACK,"6,150.00"
TOCOVID SOFTGEL 50MG X 60,FULL PACK,"11,200.00"
TOCOVID(JAR) TABS 200MG X 30,JAR,"16,800.00"
TOFRANIL 25MG TAB X 30,FULL PACK,"1,500.00"
TOFRANIL TABS 25MG X 50,FULL PACK,"1,600.00"
TOGAMYCIN INJ 2G X 1,VIALS,"1,950.00"
TOLTERODINE (VEGA)  TABS 2MG X 56,FULL PACK,"5,000.00"
TOP TEA 52G,PACK,175
TOP TEA(GINGER) X 1,PACK,280
TOPEFENAC TABS 50MG X 200,,250
TOPMAL TABS 20/120MG X 12,PACK,180
TOPMAL TABS 20/120MG X 6,PACK,170
TOPRIL (EMZOR)  TABS 5MG X 30,FULL PACK,"2,435.00"
TOPRIL TABS 2.5MG X 30,FULL PACK,"1,600.00"
TOPRIL-H  5MG X TAB X 30,FULL PACK,"1,910.00"
TOPSEA TABS 20/120 X 24,PACK,310
TOPSEA TABS 20/120MG X 12,PACK,250
TORANAC TABS 50MG X 100,FULL PACK,"2,300.00"
TOROLAC EYE DROPS ,PACK,"1,000.00"
TORSINEX TABS 100MG X 30,FULL PACK,"2,110.00"
TORSINEX TABS 10MG X 30,FULL PACK,"1,600.00"
TORSINEX TABS 20MG X 30,FULL PACK,"2,000.00"
TORUP TABS 10MG X 30,FULL PACK,"1,350.00"
TORVASTIN 20MG TABS  X 100,FULL PACK,"2,180.00"
TORVASTIN-10MG TABS  X 100,FULL PACK,"1,100.00"
TORZIAM TABS 20MG X 30,FULL PACK,"1,410.00"
TORZIAM TABS 40MG X 30,FULL PACK,"1,600.00"
TOTHEMA SOLUTION  10ML,FULL PACK,"3,200.00"
TOTO-SKIN CARE SOAP 125G,SOAP TABLET,155
TOUCH & GO SOLUTION 7ML X 12,BOTTLE,895
TOUCH ME PLEASE BREAST CREAM 200ML,JAR,245
TOUCHE ME PLEASE SOAP 150G,PACK,340
TOXI FLUSH X 60 TABS ,JAR,"5,700.00"
TRABILIN CAPS 50MG X 20,FULL PACK,900
TRACIA  SHOWER BATH 1000ML,JAR,"2,345.00"
TRACTION KIT  ADULT,PCS,760
TRACTION KIT(CHILD)   X 1,PCS,760
TRAFLASH X10 CAPS 100MG,PACK,400
TRAFLASH X10 CAPS 50MG,PACK,220
TRAMADEX CAPS 100MG X 100,CAPS,200
TRAMADEX CAPS 50MG X 10,PACK,250
TRAMADEX TABS  X 1000,FULL PACK,"2,500.00"
TRAMADOL (NCI) CAPS X 10,PACK,65
TRAMADOL (NKOYO)  CAPS 50MG X 100,FULL PACK,"5,000.00"
TRAMADOL (RGI) CAPLET 50MG X 10,PACK,"1,200.00"
TRAMADOL (UNBRANDED)  INJ 10ML/2ML X 100,FULL PACK,"22,000.00"
TRAMADOL 100MG (RGI)  CAPS X 10,PACK,650
TRAMADOL X 10 (GOLD MOORE)  CAPS ,PACK,230
TRAMADOL(NKOYO) CAPS 100MG X 100,FULL PACK,"2,400.00"
TRAMADOL(NKOYO) TABS 100MG X 200,FULL PACK,"26,000.00"
TRAMAL CAPS 100MG X 10,PACK,"1,500.00"
TRAMAL CAPS 50MG X 10,PACK,"1,400.00"
TRAMED CAPS 50MG X 10,PACK,42
TRAMITZ-H TABS  X 30,FULL PACK,"1,800.00"
TRANEXAMIC ACID (MULTICOY)  INJ X 1,VIALS,400
TRANEXAMIC ACID (MULTICOY)  TABS 500MG X 60,FULL PACK,"1,650.00"
TRANEXAMIC ACID TABS 500MG X 100 [BLISTER] ,FULL PACK,"7,500.00"
TRAVATAN EYE DROPS  XML,BOTTLE,"5,130.00"
TRAVATAN(PARALLEL) EYE DROPS X 1,PACK,"4,800.00"
TRAXAMIN CAP CAPS 500MG,PACK,"2,800.00"
TRAY HOSPITAL  BIG SIZE,PCS,"2,640.00"
TRAY HOSPITAL  MEDIUM SIZE,PCS,"1,820.00"
TRAY(SMALL SIZE) X 1,PCS,400
TREVIA TABS 100MG X 14,FULL PACK,"4,200.00"
TREVIA TABS 100MG X 35,FULL PACK,"4,450.00"
TREVIA TABS 50MG X 14,FULL PACK,"1,200.00"
TREVIA TABS 50MG X 35,FULL PACK,"2,950.00"
TREVIAMET TABS 50/1000 X 35,FULL PACK,"4,900.00"
TREVIAMET TABS 50/1000MG X 14,FULL PACK,"1,700.00"
TREVIAMET TABS 50/500MG X 35,,"3,650.00"
TREVO BIG SIZE X 1,BOTTLE,"15,005.00"
TREVO M/S X 1,JAR,"12,500.00"
TREVO SMALL SIZE  ,BOTTLE,"1,365.00"
TREXAMIN CAPS 250MG X 100,FULL PACK,"4,080.00"
TREXAMIN CAPS 500MG X 20,FULL PACK,"1,835.00"
TREXAMIN INJ   X 5,FULL PACK,"3,735.00"
TREXIP-TZ TABS  X 10,PACK,725
TRGRETOL SUSP 2% 100ML,BOTTLE,"1,600.00"
TRIAXIN INJ X 1,PACK,360
TRIBACT CREAM 20MG,TUBE,270
TRIBOTAN  BABY CREAM 20G,TUBE,480
TRIBOTAN ADULT CREAM  20G,TUBE,375
TRIBULL TABS  X 30,FULL PACK,"4,415.00"
TRICLAV DRY SYR 228.5MG X 1,BOTTLE,740
TRICOGYN TABS 200MG X 100,FULL PACK,280
TRICOPHAGE TABS 500MG X 84,FULL PACK,565
TRIFLUCON CAPS 150MG X 10,FULL PACK,470
TRIFLUOROPERAZINE(STELLAZINE) TABS 5MG X 1000,FULL PACK,"13,000.00"
TRIMAC SYR 200/40MG X 1,BOTTLE,240
TRIOKIT TABS ,PACK,700
TRIPLE FLEX(NATURE MADE) CAPLET X 50,PACK,"2,300.00"
TRIPLE OMEGA 3.6.9(EARTH'S CREATION) SOFTGEL  X 100,JAR,"6,500.00"
TRITACE TABS 10MG X 28,FULL PACK,"4,505.00"
TRITACE TABS 2.5MG X 30,FULL PACK,"2,350.00"
TRITACE X 30 TABS 5MG,PACK,"5,065.00"
TROPHEN EYE DROPS X 1,BOTTLE,"1,400.00"
TROXONE FORTE INJ 1G,PACK,600
TRUSOPT EYE DROPS 20MG XML,BOTTLE,"3,885.00"
TUCLOX DROPS 12ML,BOTTLE,280
TUCLOX SYR  100ML,BOTTLE,280
TUMBLER 6 PCS (WORKSHOP BARREL),PACK,"1,810.00"
TUMBLER 6 PCS PILSMA (OCEAN),PACK,"1,790.00"
TUMBLER 6 PCS SCIROCCO (OCEAN),PACK,"1,415.00"
TUMMY FAT REDUCING TEA X 1,PACK,860
TUMOL CAPLET 500MG X 100,FULL PACK,550
TURA  TUBE 50G,TUBE,215
TURA MEDICATED SOAP 75G,SOAP TABLET,100
TUTOLIN COUGH & COLD SYR 100ML,BOTTLE,215
TUTOLIN COUGH CHILD SYR  100ML,BOTTLE,210
TUTOLIN COUGH(EXPECT) SYR  100ML,BOTTLE,210
TUTOLIN WITH CODEIN SYR X 60,BOTTLE,735
TUXIL-C WITH  CODINE SYR ,BOTTLE,820
TUXIL-D CHILDREN SYR ,BOTTLE,280
TUXIL-D SYR  100ML,BOTTLE,280
TUXIL-N ADULT SYR  100ML,BOTTLE,280
TUXIL-N CHILDREN X 48 SYR ,BOTTLE,325
TUYO CHOCOLATE   X 30,FULL PACK,900
TWELVE SPICE KILISHI B/S X 1,PACK,"1,210.00"
TWELVE SPICE KILISHI M/S X 1,PACK,765
TWELVE SPICE KILISHI S/S X 1,PACK,325
TWYNSTA TABS 40/5 X 28,FULL PACK,"8,300.00"
TWYNSTA TABS 80/10MG X 28,FULL PACK,"8,560.00"
TWYNSTA TABS 80/5MG X 28,FULL PACK,"8,240.00"
TYDIBACT PLUS CREAM 30G X 1,TUBE,336
TYDINEAL CREAM  ,TUBE,380
TYDISILXTRA CREAM 20G,TUBE,870
TYLENOL TABS 500MG X 24,JAR,"4,000.00"
TYPHOID TEA   X 1,PACK,865
TYPHOID VACCINE (MULTICOY)  INJ 0.5ML,PACK,"10,000.00"
UB  RELAXER 250ML,JAR,990
UB  RELAXER 950ML,JAR,900
UB RELAXER 450ML,JAR,750
UGOBISUNATE TABS 20MG/120MG X 6,PACK,210
ULCERTRET CAPS 20MG,PACK,525
ULGICID SUSP  200ML,BOTTLE,905
ULSAKIT CAPS ,PACK,"4,950.00"
ULTFEN TABS 400MG X 10,PACK,45
ULTIFEN  400MG TAB X 100,FULL PACK,35
ULTIFEN TABS 400MG X 50,FULL PACK,"2,800.00"
ULTRA CARBON TABS  X 50,FULL PACK,"7,000.00"
